PYForecastVDSellInAP2Rolling																							
	Python 개발요청서 : PYForecastVDSellInAP2Rolling.py																						
																							
		개요 (*)																					
																							
			* 프로그램명																				
				PYForecastVDSellInAP2Rolling																			
																							
																							
			* 목적																				
				- VD  AP2 셀인 실적 차질분에 대한 롤링 반영																			
																							
																							
																							
			* 변경이력																				
				2025.03.05 전창민 최초 작성																			
																							
																							
																							
		Script Parameter																					
																							
																							
																							
			(Input 1) CurrentPartialWeek																				
				&CurrentPartialWeek - NameSet 활용																			
				'- 당주주차 (202415) 사용																			
																							
																							
																							
																							
																							
		Input Tables (*)																					
																							
			(Input 1) S/In FCST(GI)_AP2 정보																				
				df_in_SIn																			
					Select ([Version].[Version Name]		* Version 에 대한 범위 제한은 Procedure 실행 시에 걸어줌. ( CurrentWorkingView 와 이전 Version )																
					 * [Sales Domain].[Ship To] 																		
					 * [Location].[Location] 																		
					 * [Item].[Product Group] 																		
					 * [Item].[Item] 																		
					 * [Time].[Planning Month]		* Time 에 대한 범위 제한은 Procedure 실행 시에 걸어줌. ( 전월과 당월 )																
					 * [Time].[Week] ) on row, 																		
					( { Measure.[S/In FCST(GI)_AP2] } ) on column																		
					where { [Item].[Item GBM].[VD] } ;																		
																							
																							
																							
							Version.[Version Name]	Sales Domain.[Ship To]	Location.[Location]	Item.[Product Group]	Item.[Item]	Time.[Planning Month]	Time.[Week]	S/In FCST(GI)_AP2												
				203	300114	A300114	408273	5019692	A5019692	A5019692													
				211	211	211	211	211	211	211													
				211	300227	300227	300227	300227	300227	300227													
				211	300227	A300227	A300227	A300227	A300227	A300227													
				211	300227	A300227	400144	400144	400144	400144													
				211	300227	A300227	400144	5002090	5002090	5002090													
				211	300227	A300227	400144	5002090	A5002090	A5002090													
																							
																							
																							
																							
																							
																							
																							
		Output Tables (*)																					
																							
																							
					Logic 간략 설명																		
				[Version].[Version Name]																			
				[Sales Domain].[Ship To] 																			
				[Item].[Item] 																			
				[Time].[Week]																			
				Measure.[S/In FCST(GI)_AP2(Rolling ADJ)]	Rolling 값 반영																		
																							
			(Output 1)																				
				Output																			
					Select ([Version].[Version Name]																		
					 * [Sales Domain].[Ship To] 																		
					 * [Item].[Item] 																		
					 * [Time].[Week] ) on row, 																		
					( { Measure.[S/In FCST(GI)_AP2(Rolling ADJ)] } ) on column;																		
																							
																							
		주요 로직 (*)																					
																									
			Step 1) Forecast Rule Table 2LV 중복 제거 전처리																						
						Version.[Version Name]	Item.[Product Group]	Sales Domain.[Ship To]	FORECAST_RULE AP2 FCST																
						CurrentWorkingView	PG 1	211	7																
						CurrentWorkingView	PG 2	211	6																
						CurrentWorkingView	PG 3	211	5																
						CurrentWorkingView	PG 4	211	4																
						CurrentWorkingView	PG 5	211	3																
						CurrentWorkingView	PG 6	211	2																
						CurrentWorkingView	PG 1	300114	7																
						CurrentWorkingView	PG 2	300114	6																
						CurrentWorkingView	PG 3	300114	5																
						CurrentWorkingView	PG 4	300114	4																
						CurrentWorkingView	PG 5	300114	3																
						CurrentWorkingView	PG 6	203	2																
						- FORECAST_RULE AP2 FCST = 2 인 경우에 해당하는 Sales Domain.[Ship To] 의 값을 3xxxxx -> 2xx 로 변환하고, 중복을 제거한다.																			
						- 상위 LV에 대한 정보는 (Input 3) Sales Domian Master 정보 에서 가져온다.																			
																									
					예시)																				
						Version.[Version Name]	Item.[Product Group]	Sales Domain.[Ship To]	FORECAST_RULE AP2 FCST																
						CurrentWorkingView	PG 6	300114	2																
						CurrentWorkingView	PG 6	300001	2																
																									
						Version.[Version Name]	Item.[Product Group]	Sales Domain.[Ship To]	FORECAST_RULE AP2 FCST																
						CurrentWorkingView	PG 6	203	2																
						CurrentWorkingView	PG 6	203	2																
																									
						Version.[Version Name]	Item.[Product Group]	Sales Domain.[Ship To]	FORECAST_RULE AP2 FCST																
						CurrentWorkingView	PG 6	203	2																
																									
																									
			Step 2) df_in_Sout 전처리																						
						Version.[Version Name]	GBRULE	Sales Domain.[Ship To]	Location.[Location]	Item.[Product Group]	Item.[Item]	Time.[Planning Month]	Time.[Week]	S/In FCST(GI)_AP2											
						202414	A5002453	A5002453	S001	PG 1	SKU 1	202403	202410	85											
						202414	A5002453	A5002453	S001	PG 1	SKU 1	202403	202411	95											
						202414	A5002453	A5002453	S001	PG 1	SKU 1	202403	202412	90											
						202414	A5002453	A5002453	S001	PG 1	SKU 1	202403	202413	105											
						202414	A5002453	A5002453	S001	PG 1	SKU 1	202404	202414	125											
						202414	A5002453	A5002453	S001	PG 1	SKU 1	202404	202415	100											
						202414	A5002453	A5002453	S001	PG 1	SKU 1	202404	202416	100											
						202414	A5002453	A5002453	S001	PG 1	SKU 1	202404	202417	100											
						CurrentWorkingView	A5002453	A5002453	S001	PG 1	SKU 1	202403	202410	85											
						CurrentWorkingView	A5002453	A5002453	S001	PG 1	SKU 1	202403	202411	95											
						CurrentWorkingView	A5002453	A5002453	S001	PG 1	SKU 1	202403	202412	70											
						CurrentWorkingView	A5002453	A5002453	S001	PG 1	SKU 1	202403	202413	115											
						CurrentWorkingView	A5002453	A5002453	S001	PG 1	SKU 1	202404	202414	125											
						CurrentWorkingView	A5002453	A5002453	S001	PG 1	SKU 1	202404	202415	100											
						CurrentWorkingView	A5002453	A5002453	S001	PG 1	SKU 1	202404	202416	100											
						CurrentWorkingView	A5002453	A5002453	S001	PG 1	SKU 1	202404	202417	100											
						- Group by  를 위한 GBRULE Column 추가 																			
						- 값은 Sales Domain.[Ship To]의 값과 동일하다.																			
																									
																									
																									
																									
																									
																									
																									
			Step 3) Sell-out FCST 값 LV별 Group by Sum																						
				Step 3-1) Forecast Rule에 따른 Group By 기준 Column 생성																					
					Step 3-1-1) FORECAST_RULE AP2 FCST = 2 인 경우																				
						Version.[Version Name]	GBRULE	Sales Domain.[Ship To]	Location.[Location]	Item.[Product Group]	Item.[Item]	Time.[Planning Month]	Time.[Week]	S/In FCST(GI)_AP2											
						202414	203	A5002453	S001	PG 6	SKU 6	202403	202410	85											
						202414	203	A5002453	S001	PG 6	SKU 6	202403	202411	95											
						202414	203	A5002453	S001	PG 6	SKU 6	202403	202412	90											
						202414	203	A5002453	S001	PG 6	SKU 6	202403	202413												
						202414	203	A5002453	S001	PG 6	SKU 6	202404	202414												
						202414	203	A5002453	S001	PG 6	SKU 6	202404	202415												
						202414	203	A5002453	S001	PG 6	SKU 6	202404	202416												
						202414	203	A5002453	S001	PG 6	SKU 6	202404	202417												
						CurrentWorkingView	203	A5002453	S001	PG 6	SKU 6	202403	202410	85											
						CurrentWorkingView	203	A5002453	S001	PG 6	SKU 6	202403	202411	95											
						CurrentWorkingView	203	A5002453	S001	PG 6	SKU 6	202403	202412	70											
						CurrentWorkingView	203	A5002453	S001	PG 6	SKU 6	202403	202413	115											
						CurrentWorkingView	203	A5002453	S001	PG 6	SKU 6	202404	202414												
						CurrentWorkingView	203	A5002453	S001	PG 6	SKU 6	202404	202415												
						CurrentWorkingView	203	A5002453	S001	PG 6	SKU 6	202404	202416												
						CurrentWorkingView	203	A5002453	S001	PG 6	SKU 6	202404	202417												
						…	…	…	…	…	…	…	…	…											
						202414	203	203	S001	PG 6	SKU 6	202403	202410												
						202414	203	203	S001	PG 6	SKU 6	202403	202411												
						202414	203	203	S001	PG 6	SKU 6	202403	202412												
						202414	203	203	S001	PG 6	SKU 6	202403	202413	105											
						202414	203	203	S001	PG 6	SKU 6	202404	202414	125											
						202414	203	203	S001	PG 6	SKU 6	202404	202415	100											
						202414	203	203	S001	PG 6	SKU 6	202404	202416	100											
						202414	203	203	S001	PG 6	SKU 6	202404	202417	100											
						CurrentWorkingView	203	203	S001	PG 6	SKU 6	202403	202410												
						CurrentWorkingView	203	203	S001	PG 6	SKU 6	202403	202411												
						CurrentWorkingView	203	203	S001	PG 6	SKU 6	202403	202412												
						CurrentWorkingView	203	203	S001	PG 6	SKU 6	202403	202413												
						CurrentWorkingView	203	203	S001	PG 6	SKU 6	202404	202414	125											
						CurrentWorkingView	203	203	S001	PG 6	SKU 6	202404	202415	100											
						CurrentWorkingView	203	203	S001	PG 6	SKU 6	202404	202416	100											
						CurrentWorkingView	203	203	S001	PG 6	SKU 6	202404	202417	100											
						- FORECAST_RULE AP2 FCST = 2 인 경우의 Forecast Rule 의 Sales Domain.[Ship To] 의 값은 Step1)에 의해  2xx 이다.																			
						- Forecast Rule 의 Sales Domain.[Ship To] (203) 값을, (Input 3) Sales Domian Master 정보의 Sales Domain.[Sales Domain LV2] (203) 의 하위의 값과																			
						- Forecast Rule 의 Item.[Product Group]과 일치하는 Item.[Product Group]에 대해서 GBRULE에 Forecast Rule 의 Sales Domain.[Ship To] (203) 값을 넣는다.																			
																									
																									
					Step 3-1-2) FORECAST_RULE AP2 FCST = 3 인 경우																				
						Version.[Version Name]	GBRULE	Sales Domain.[Ship To]	Location.[Location]	Item.[Product Group]	Item.[Item]	Time.[Planning Month]	Time.[Week]	S/In FCST(GI)_AP2											
						202414	300114	A5002453	S001	PG 5	SKU 5	202403	202410	85											
						202414	300114	A5002453	S001	PG 5	SKU 5	202403	202411	95											
						202414	300114	A5002453	S001	PG 5	SKU 5	202403	202412	90											
						202414	300114	A5002453	S001	PG 5	SKU 5	202403	202413												
						202414	300114	A5002453	S001	PG 5	SKU 5	202404	202414												
						202414	300114	A5002453	S001	PG 5	SKU 5	202404	202415												
						202414	300114	A5002453	S001	PG 5	SKU 5	202404	202416												
						202414	300114	A5002453	S001	PG 5	SKU 5	202404	202417												
						CurrentWorkingView	300114	A5002453	S001	PG 5	SKU 5	202403	202410	85											
						CurrentWorkingView	300114	A5002453	S001	PG 5	SKU 5	202403	202411	95											
						CurrentWorkingView	300114	A5002453	S001	PG 5	SKU 5	202403	202412	70											
						CurrentWorkingView	300114	A5002453	S001	PG 5	SKU 5	202403	202413	115											
						CurrentWorkingView	300114	A5002453	S001	PG 5	SKU 5	202404	202414												
						CurrentWorkingView	300114	A5002453	S001	PG 5	SKU 5	202404	202415												
						CurrentWorkingView	300114	A5002453	S001	PG 5	SKU 5	202404	202416												
						CurrentWorkingView	300114	A5002453	S001	PG 5	SKU 5	202404	202417												
						…	…	…	…	…	…	…	…	…											
						202414	300114	300114	S001	PG 5	SKU 5	202403	202410												
						202414	300114	300114	S001	PG 5	SKU 5	202403	202411												
						202414	300114	300114	S001	PG 5	SKU 5	202403	202412												
						202414	300114	300114	S001	PG 5	SKU 5	202403	202413	105											
						202414	300114	300114	S001	PG 5	SKU 5	202404	202414	125											
						202414	300114	300114	S001	PG 5	SKU 5	202404	202415	100											
						202414	300114	300114	S001	PG 5	SKU 5	202404	202416	100											
						202414	300114	300114	S001	PG 5	SKU 5	202404	202417	100											
						CurrentWorkingView	300114	300114	S001	PG 5	SKU 5	202403	202410												
						CurrentWorkingView	300114	300114	S001	PG 5	SKU 5	202403	202411												
						CurrentWorkingView	300114	300114	S001	PG 5	SKU 5	202403	202412												
						CurrentWorkingView	300114	300114	S001	PG 5	SKU 5	202403	202413												
						CurrentWorkingView	300114	300114	S001	PG 5	SKU 5	202404	202414	125											
						CurrentWorkingView	300114	300114	S001	PG 5	SKU 5	202404	202415	100											
						CurrentWorkingView	300114	300114	S001	PG 5	SKU 5	202404	202416	100											
						CurrentWorkingView	300114	300114	S001	PG 5	SKU 5	202404	202417	100											
						- Forecast Rule 의 Sales Domain.[Ship To] (300114) 값을, (Input 3) Sales Domian Master 정보의 Sales Domain.[Sales Domain LV3] (300114) 에서 하위의 값과																			
						- Forecast Rule 의 Item.[Product Group]과 일치하는 Item.[Product Group]에 대해서 GBRULE에 Forecast Rule 의 Sales Domain.[Ship To] (300114) 값을 넣는다.																			
																									
					Step 3-1-3) FORECAST_RULE AP2 FCST = 4 인 경우																				
						- Forecast Rule 의 Sales Domain.[Ship To] (300114) 값을, (Input 3) Sales Domian Master 정보의 Sales Domain.[Sales Domain LV3] (300114) 에서 하위의 Sales Domain.[Sales Domain LV4] 값들을 찾고,																			
						- 위의 Sales Domain.[Sales Domain LV4] (A300114) 값을, (Input 3) Sales Domian Master 정보의 Sales Domain.[Sales Domain LV4] (A300114) 하위의 값과																			
						- Forecast Rule 의 Item.[Product Group]과 일치하는 Item.[Product Group]에 대해서 GBRULE에 Forecast Rule 의 Sales Domain.[Ship To] (400362) 값을 넣는다.																			
						ex) 300114 의 하위에 A300114 , A300001 이 있는 경우, 각 경우에 대해 각각 진행한다. A300114 의 하위 값 처리 .  A300001 의 하위 값 처리 . A300001에 Data가 존재하지 않는 경우 Skip 한다.																			
					Step 3-1-4) FORECAST_RULE AP2 FCST = 5 인 경우																				
						- Forecast Rule 의 Sales Domain.[Ship To] (300114) 값을, (Input 3) Sales Domian Master 정보의 Sales Domain.[Sales Domain LV3] (300114) 에서 하위의 Sales Domain.[Sales Domain LV5] 값들을 찾고,																			
						- 위의 Sales Domain.[Sales Domain LV5] (400362) 값을, (Input 3) Sales Domian Master 정보의 Sales Domain.[Sales Domain LV5] (400362) 하위의 값과																			
						- Forecast Rule 의 Item.[Product Group]과 일치하는 Item.[Product Group]에 대해서 GBRULE에 Forecast Rule 의 Sales Domain.[Ship To] (400362) 값을 넣는다.																			
						ex) 300114 의 하위에 400362 , 400001 이 있는 경우, 각 경우에 대해 각각 진행한다.																			
					Step 3-1-5) FORECAST_RULE AP2 FCST = 6 인 경우																				
						- Forecast Rule 의 Sales Domain.[Ship To] (300114) 값을, (Input 3) Sales Domian Master 정보의 Sales Domain.[Sales Domain LV3] (300114) 에서 하위의 Sales Domain.[Sales Domain LV6] 값들을 찾고,																			
						- 위의 Sales Domain.[Sales Domain LV6] (5002453) 값을, (Input 3) Sales Domian Master 정보의 Sales Domain.[Sales Domain LV6] (5002453) 하위의 값과																			
						- Forecast Rule 의 Item.[Product Group]과 일치하는 Item.[Product Group]에 대해서 GBRULE에 Forecast Rule 의 Sales Domain.[Ship To] (400362) 값을 넣는다.																			
						ex) 각 경우에 대해 각각 진행한다.																			
					Step 3-1-6) FORECAST_RULE AP2 FCST = 7 인 경우																				
						- Step 2) 에서 Ship To를 복사했기 때문에 따로 진행하지 않는다.																			
																									
																									
				Step 3-2) Forecast Rule에 따른 Group By로 실적과 FCST Sum Data 생성																					
						Version.[Version Name]	GBRULE	Location.[Location]	Item.[Item]	Time.[Planning Month]	Time.[Week]	S/In FCST(GI)_AP2													
						202414	300114	S001	SKU 5	202403	202410	85													
						202414	300114	S001	SKU 5	202403	202411	95													
						202414	300114	S001	SKU 5	202403	202412	90													
						202414	300114	S001	SKU 5	202403	202413	105													
						202414	300114	S001	SKU 5	202404	202414	125													
						202414	300114	S001	SKU 5	202404	202415	100													
						202414	300114	S001	SKU 5	202404	202416	100													
						202414	300114	S001	SKU 5	202404	202417	100													
						CurrentWorkingView	300114	S001	SKU 5	202403	202410	85													
						CurrentWorkingView	300114	S001	SKU 5	202403	202411	95													
						CurrentWorkingView	300114	S001	SKU 5	202403	202412	70													
						CurrentWorkingView	300114	S001	SKU 5	202403	202413	115													
						CurrentWorkingView	300114	S001	SKU 5	202404	202414	125													
						CurrentWorkingView	300114	S001	SKU 5	202404	202415	100													
						CurrentWorkingView	300114	S001	SKU 5	202404	202416	100													
						CurrentWorkingView	300114	S001	SKU 5	202404	202417	100													
						- Item.[Product Group] 은 Drop 한다.																			
						- Version.[Version Name] * GBRULE * Location.[Location] * Item.[Item] * Time.[Week]에 대해  Sum으로 Group by 를 진행한다.																			
						- Null 인 값은 0으로 취급한다.																			
																									
																									
																									
																									
			Step 4) VD SellIn AP2 Rolling 로직 적용 및 S/In FCST(GI)_AP2(Rolling ADJ) Measure 생성																					
					Version.[Version Name]	GBRULE	Location.[Location]	Item.[Item]	Time.[Planning Month]	Time.[Week]	S/In FCST(GI)_AP2													
					202414	A5002453	S001	SKU 1	202403	202410	100													
					202414	A5002453	S001	SKU 1	202403	202411	110													
					202414	A5002453	S001	SKU 1	202403	202412	125													
					202414	A5002453	S001	SKU 1	202403	202413	155													
					202414	A5002453	S001	SKU 1	202404	202414	100													
					202414	A5002453	S001	SKU 1	202404	202415	100													
					202414	A5002453	S001	SKU 1	202404	202416	100													
					202414	A5002453	S001	SKU 1	202404	202417	100													
					CurrentWorkingView	A5002453	S001	SKU 1	202403	202410	100													
					CurrentWorkingView	A5002453	S001	SKU 1	202403	202411	110													
					CurrentWorkingView	A5002453	S001	SKU 1	202403	202412	125													
					CurrentWorkingView	A5002453	S001	SKU 1	202403	202413	155													
					CurrentWorkingView	A5002453	S001	SKU 1	202404	202414	120													
					CurrentWorkingView	A5002453	S001	SKU 1	202404	202415	100													
					CurrentWorkingView	A5002453	S001	SKU 1	202404	202416	100													
					CurrentWorkingView	A5002453	S001	SKU 1	202404	202417	100													
					- GBRULE * Location.[Location] * Item.[Item]  별로 하위 로직을 적용한다.																			
					- 당주주차(202415) 																			
				Case 1) -1 주차 실적 Data 비교																				
					1. 당주주차 -1 주차 (202414) 가 동월인지 확인한다.																			
					2. 당주주차 -1 주차 (202414) 의 값이 Version.[Version Name]를 통해 두 개의 Version 이 다른지 확인한다.																			
					3. 동월이고, 값이 다르면, 당주주차 -1 주차 (202414) 의 값의 202414 - CurrentWokringView 값을 구한다. => PastOneWeekValue(-20)																			
					else 0 사용																			
																								
				Output)	Version.[Version Name]	Sales Domain.[Ship To]	Item.[Item]	Location.[Location]	Time.[Week]	S/In FCST(GI)_AP2(Rolling ADJ)														
					CurrentWorkingView	A5002453	SKU 1	S001	202415	80														
					- 신규 Row 추가 or DataSet 미리 만들고 값 입력 (선택)																			
					- 당주주차(202415) 의 S/In FCST(GI)_AP2 의 값 (100) + TwoWeekValue(-20) 을 S/In FCST(GI)_AP2(Rolling ADJ) (80) 로 생성한다.																			
					- output Sales Domain Column 명칭은 Sales Domain.[Ship To] 사용																			
					- Output DataFrame으로 명칭은 df_output 사용																			
																									
																							
		Validation (*)																					
																							
																							
																							
																							
		호출 (*)																					
																							
																							
		Test Case Query (*)																					
																							
																							
		그 외 특이사항																					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
